X;Y
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0,4272071;-0,3638551
0,4272071;-0,3638551
0,4272071;-0,3638551
0,4272071;-0,3638551
0,4272071;-0,3638551
0,4272071;-0,3638551
0,4272071;-0,3638551
0,4272071;-0,3638551
0,4262871;-0,3645888
0,4262871;-0,3645888
0,4262871;-0,3645888
0,4244304;-0,366079
0,4244304;-0,366079
0,4244304;-0,366079
0,4244304;-0,366079
0,4233729;-0,3666996
0,4233729;-0,3666996
0,4233729;-0,3666996
0,4233729;-0,3666996
0,4229395;-0,3670372
0,4229395;-0,3670372
0,4229395;-0,3670372
0,4226397;-0,3673332
0,4226397;-0,3673332
0,4226397;-0,3673332
0,4222977;-0,3677809
0,4222977;-0,3677809
0,4220342;-0,3681225
0,4220342;-0,3681225
0,4220342;-0,3681225
0,4218553;-0,3684888
0,4218553;-0,3684888
0,4218553;-0,3684888
0,4216694;-0,3690318
0,4216694;-0,3690318
0,4216211;-0,3693464
0,4216211;-0,3693464
0,4216211;-0,3693464
0,4217061;-0,3693952
0,4217061;-0,3693952
0,4217061;-0,3693952
0,4217061;-0,3693952
0,4215736;-0,3697652
0,4214314;-0,3701297
0,4214314;-0,3701297
0,4212126;-0,3704585
0,4212126;-0,3704585
0,4209575;-0,3707477
0,4206451;-0,3709524
0,4206451;-0,3709524
0,4202724;-0,3711447
0,4202724;-0,3711447
0,4199733;-0,3713553
0,4199733;-0,3713553
0,4196341;-0,3715249
0,4193199;-0,3717218
0,4193199;-0,3717218
0,4190192;-0,3719283
0,4190192;-0,3719283
0,4187312;-0,3720736
0,418438;-0,3722027
0,418438;-0,3722027
0,4181606;-0,3722625
0,4181606;-0,3722625
0,4178993;-0,3723648
0,4176475;-0,3724636
0,4176475;-0,3724636
0,4174349;-0,3725641
0,4174349;-0,3725641
0,4172295;-0,3726129
0,41694;-0,3727269
0,41694;-0,3727269
0,4167587;-0,372778
0,4167587;-0,372778
0,4166167;-0,3728228
0,4164978;-0,3728652
0,4164978;-0,3728652
0,4163904;-0,3729116
0,4163904;-0,3729116
0,4163369;-0,372946
0,416299;-0,3729658
0,416299;-0,3729658
0,4162579;-0,3729931
0,4162579;-0,3729931
0,4162422;-0,3729863
0,4162229;-0,3729773
0,4162229;-0,3729773
0,41618;-0,3729578
0,41618;-0,3729578
0,4161572;-0,372957
0,4161439;-0,3729703
0,4161439;-0,3729703
0,4161281;-0,372996
0,4161281;-0,372996
0,4161107;-0,373026
0,4161043;-0,373051
0,4161043;-0,373051
0,4161133;-0,3730704
0,4161133;-0,3730704
0,416119;-0,3730883
0,4161514;-0,3730954
0,4161514;-0,3730954
0,4161769;-0,3731326
0,4161769;-0,3731326
0,4162318;-0,3731694
0,4163387;-0,3731862
0,4163387;-0,3731862
0,4164726;-0,3731803
0,4164726;-0,3731803
0,4166166;-0,3731811
0,4167841;-0,3731797
0,4167841;-0,3731797
0,4170044;-0,3731797
0,4170044;-0,3731797
0,4172347;-0,3731936
0,4175033;-0,3732016
0,4175033;-0,3732016
0,4178312;-0,373198
0,4178312;-0,373198
0,4181893;-0,3731889
0,4186929;-0,3731999
0,4186929;-0,3731999
0,4190501;-0,3732232
0,4190501;-0,3732232
0,419434;-0,3732333
0,4198293;-0,3733038
0,4198293;-0,3733038
0,4202212;-0,3733546
0,4202212;-0,3733546
0,42064;-0,3734288
0,4209735;-0,3735035
0,4209735;-0,3735035
0,4213374;-0,3735934
0,4213374;-0,3735934
0,4216938;-0,3737001
0,4216938;-0,3737001
0,4220591;-0,3737919
0,42233;-0,373832
0,42233;-0,373832
0,4225595;-0,3739016
0,4225595;-0,3739016
0,4228373;-0,3739715
0,4230695;-0,3740835
0,4230695;-0,3740835
0,4233286;-0,3741691
0,4233286;-0,3741691
0,4235613;-0,3742401
0,4238571;-0,3743064
0,4238571;-0,3743064
0,4240604;-0,374379
0,4240604;-0,374379
0,424241;-0,3744641
0,4243734;-0,3745367
0,4243734;-0,3745367
0,4244922;-0,3746004
0,4244922;-0,3746004
0,4245972;-0,3746553
0,424682;-0,3747098
0,424682;-0,3747098
0,4247527;-0,3747671
0,4247527;-0,3747671
0,424814;-0,3748295
0,4248624;-0,3748914
0,4248624;-0,3748914
0,4248796;-0,3749326
0,4248796;-0,3749326
0,424897;-0,3749713
0,4249018;-0,3750076
0,4249018;-0,3750076
0,4248844;-0,3750391
0,4248844;-0,3750391
0,4248548;-0,3750556
0,424823;-0,3750866
0,424823;-0,3750866
0,4248067;-0,3751007
0,4248067;-0,3751007
0,4248066;-0,3750995
0,4248054;-0,3751143
0,4248054;-0,3751143
0,4248013;-0,3751444
0,4248013;-0,3751444
0,424805;-0,3751756
0,4248122;-0,3752027
0,4248122;-0,3752027
0,4248152;-0,3752237
0,4248152;-0,3752237
0,4248321;-0,3752409
0,4248669;-0,3752557
0,4248669;-0,3752557
0,4249112;-0,3752671
0,4249112;-0,3752671
0,4249112;-0,3752671
0,4249886;-0,3752913
0,4249886;-0,3752913
0,4250323;-0,3752936
0,4250323;-0,3752936
0,4250709;-0,3753102
0,4251161;-0,3753314
0,4251161;-0,3753314
0,4251575;-0,375351
0,4251575;-0,375351
0,4251918;-0,3753697
0,4252066;-0,3753635
0,4252066;-0,3753635
0,4252093;-0,3753312
0,4252093;-0,3753312
0,4252023;-0,3753041
0,4251949;-0,3753052
0,4251949;-0,3753052
0,4251902;-0,3753071
0,4251902;-0,3753071
0,4251654;-0,3753064
0,4251449;-0,3753122
0,4251449;-0,3753122
0,425115;-0,375314
0,425115;-0,375314
0,425066;-0,3753224
0,4250174;-0,3753147
0,4250174;-0,3753147
0,4249911;-0,3753124
0,4249911;-0,3753124
0,4249667;-0,3753048
0,4249333;-0,3752917
0,4249333;-0,3752917
0,4248998;-0,375275
0,4248998;-0,375275
0,4248807;-0,3752604
0,4248841;-0,3752496
0,4248841;-0,3752496
0,4249085;-0,3752438
0,4249085;-0,3752438
0,4249085;-0,3752438
0,4249025;-0,3752246
0,4249025;-0,3752246
0,4249038;-0,3751939
0,4249038;-0,3751939
0,4249269;-0,3751895
0,4249269;-0,3751895
0,4250265;-0,3751749
0,4250265;-0,3751749
0,4250265;-0,3751749
0,4250265;-0,3751749
0,4250265;-0,3751749
0,4250265;-0,3751749
0,4251399;-0,3751691
0,4251399;-0,3751691
0,425186;-0,3751802
0,425186;-0,3751802
0,425186;-0,3751802
0,4252114;-0,3751732
0,4252114;-0,3751732
0,4252114;-0,3751732
0,4252114;-0,3751732
0,4252751;-0,3751112
0,4252751;-0,3751112
0,4252751;-0,3751112
0,4252751;-0,3751112
0,4252751;-0,3751112
0,4252751;-0,3751112
0,4252751;-0,3751112
0,425329;-0,3750362
0,425329;-0,3750362
0,4253347;-0,3750111
0,4253347;-0,3750111
0,4253347;-0,3750111
0,4253418;-0,3749846
0,4253418;-0,3749846
0,4253418;-0,3749846
0,4253668;-0,3749577
0,4253668;-0,3749577
0,4253668;-0,3749577
0,4253907;-0,3749246
0,4253907;-0,3749246
0,4254111;-0,3748894
0,4254111;-0,3748894
0,4255803;-0,3746848
0,4255803;-0,3746848
0,4255803;-0,3746848
0,4255803;-0,3746848
0,4255803;-0,3746848
0,4255803;-0,3746848
0,4255803;-0,3746848
0,4255803;-0,3746848
0,4255803;-0,3746848
0,4255917;-0,3746069
0,4255917;-0,3746069
0,4255917;-0,3746069
0,4255846;-0,3745718
0,4255846;-0,3745718
0,4255846;-0,3745718
0,425579;-0,3745634
0,425579;-0,3745634
0,425579;-0,3745634
0,4255727;-0,374562
0,4255727;-0,374562
0,4255646;-0,3745633
0,4255646;-0,3745633
0,4255646;-0,3745633
0,4255509;-0,3745834
0,4255509;-0,3745834
0,4255509;-0,3745834
0,4255401;-0,3746098
0,4255401;-0,3746098
0,4254978;-0,3746845
0,4254978;-0,3746845
0,4254978;-0,3746845
0,4254594;-0,3747455
0,4254594;-0,3747455
0,4254697;-0,374763
0,4254789;-0,374763
0,4254789;-0,374763
0,4254789;-0,374763
0,4254789;-0,374763
0,4254971;-0,3747638
0,4254971;-0,3747638
0,4254971;-0,3747638
0,4254971;-0,3747638
0,4254971;-0,3747638
0,4255277;-0,374763
0,4255277;-0,374763
0,4255192;-0,37474
0,4255192;-0,37474
0,4255192;-0,37474
0,4255226;-0,3747396
0,4255226;-0,3747396
0,4255323;-0,3747305
0,4255323;-0,3747305
0,4255323;-0,3747305
0,4255394;-0,374723
0,4255394;-0,374723
0,4255309;-0,3747138
0,4255256;-0,3747022
0,4255256;-0,3747022
0,4254814;-0,3747185
0,4254485;-0,3747361
0,4254485;-0,3747361
0,4254188;-0,3747324
0,4254188;-0,3747324
0,4254012;-0,374715
0,4254012;-0,374715
0,4253725;-0,3746902
0,4253465;-0,3746741
0,4253465;-0,3746741
0,4253263;-0,3746513
0,4253263;-0,3746513
0,4253097;-0,3746355
0,4252765;-0,374609
0,4252765;-0,374609
0,4252292;-0,3745664
0,4252292;-0,3745664
0,4251799;-0,3745275
0,4251556;-0,3745054
0,4251556;-0,3745054
0,4251362;-0,374483
0,4251362;-0,374483
0,4251135;-0,3744622
0,4250927;-0,3744369
0,4250927;-0,3744369
0,4250789;-0,374415
0,4250789;-0,374415
0,4250536;-0,3743937
0,4250536;-0,3743937
0,4249754;-0,3743821
0,4249754;-0,3743821
0,4249386;-0,37433
0,4249386;-0,37433
0,424915;-0,3742975
0,424915;-0,3742975
0,424888;-0,3742667
0,424888;-0,3742667
0,4248594;-0,3742432
0,4248269;-0,3742187
0,4248269;-0,3742187
0,424792;-0,3741936
0,424792;-0,3741936
0,424738;-0,3741634
0,4246578;-0,3741324
0,4246578;-0,3741324
0,4245814;-0,3741024
0,4245814;-0,3741024
0,4245006;-0,3740684
0,4244339;-0,37403
0,4244339;-0,37403
0,4243731;-0,3739905
0,4243731;-0,3739905
0,4243139;-0,3739529
0,4242425;-0,3739109
0,4242425;-0,3739109
0,4241793;-0,3738728
0,4241793;-0,3738728
0,4240894;-0,3738421
0,4240033;-0,3738145
0,4240033;-0,3738145
0,42391;-0,3737777
0,42391;-0,3737777
0,4238581;-0,3737279
0,4237819;-0,3736758
0,4237819;-0,3736758
0,4237053;-0,373623
0,4237053;-0,373623
0,4236349;-0,3735774
0,4235695;-0,3735308
0,4235695;-0,3735308
0,4235129;-0,3734832
0,4235129;-0,3734832
0,4234524;-0,3733927
0,4234524;-0,3733927
0,4234004;-0,3733109
0,4233477;-0,3732411
0,4233477;-0,3732411
0,4232838;-0,3731979
0,423235;-0,3731511
0,423235;-0,3731511
0,4231857;-0,3731119
0,4231857;-0,3731119
0,4231523;-0,3730732
0,4231152;-0,3730314
0,4231152;-0,3730314
0,4230914;-0,3729949
0,4230914;-0,3729949
0,4230519;-0,372977
0,4230151;-0,3729592
0,4230151;-0,3729592
0,423005;-0,3729337
0,423005;-0,3729337
0,4230083;-0,3728993
0,4230171;-0,3728707
0,4230171;-0,3728707
0,4230167;-0,3728347
0,4230167;-0,3728347
0,4230442;-0,3728074
0,4230508;-0,3727711
0,4230508;-0,3727711
0,4230914;-0,3727348
0,4230914;-0,3727348
0,4231262;-0,3726879
0,4231842;-0,372641
0,4231842;-0,372641
0,423204;-0,3726155
0,423204;-0,3726155
0,423213;-0,3725976
0,423213;-0,3725976
0,4232404;-0,3725801
0,4232609;-0,3725618
0,4232609;-0,3725618
0,4232878;-0,3725432
0,4232878;-0,3725432
0,423317;-0,3725247
0,4233578;-0,3725212
0,4233578;-0,3725212
0,4234117;-0,3725438
0,4234117;-0,3725438
0,4234653;-0,3725562
0,4234653;-0,3725562
0,4234653;-0,3725562
0,4235515;-0,3725349
0,4235515;-0,3725349
0,4236004;-0,372529
0,4236236;-0,3725181
0,4236236;-0,3725181
0,4236481;-0,3725123
0,4236481;-0,3725123
0,4236859;-0,3725328
0,4237389;-0,3725808
0,4237389;-0,3725808
0,4237807;-0,3726323
0,4237807;-0,3726323
0,4237761;-0,3726482
0,4237595;-0,3726684
0,4237595;-0,3726684
0,4237473;-0,3726895
0,4237473;-0,3726895
0,4237334;-0,3727125
0,4237193;-0,3727354
0,4237193;-0,3727354
0,4237072;-0,372765
0,4237072;-0,372765
0,42368;-0,3727759
0,4236533;-0,3727844
0,4236533;-0,3727844
0,4236098;-0,3727928
0,4236098;-0,3727928
0,4235806;-0,3728252
0,4235705;-0,3728613
0,4235705;-0,3728613
0,4235582;-0,372896
0,4235582;-0,372896
0,423558;-0,3729373
0,4235378;-0,3729678
0,4235378;-0,3729678
0,4235293;-0,3729961
0,4235293;-0,3729961
0,4235364;-0,3730187
0,4235635;-0,3730405
0,4235635;-0,3730405
0,4235714;-0,3730644
0,4235714;-0,3730644
0,423566;-0,3730926
0,423566;-0,3730926
0,423567;-0,3731234
0,423567;-0,3731234
0,423567;-0,3731234
0,4235721;-0,3731787
0,4235674;-0,3732046
0,4235674;-0,3732046
0,4235604;-0,373217
0,4235604;-0,373217
0,4235251;-0,373234
0,4234737;-0,3732504
0,4234737;-0,3732504
0,4234641;-0,3732685
0,4234641;-0,3732685
0,4234402;-0,3732765
0,4234222;-0,3732859
0,4234222;-0,3732859
0,423404;-0,3732891
0,423404;-0,3732891
0,4233974;-0,3732949
0,4233876;-0,3733015
0,4233876;-0,3733015
0,4234143;-0,3732943
0,4234143;-0,3732943
0,4234525;-0,3732828
0,4234733;-0,3732654
0,4234733;-0,3732654
0,4234724;-0,373253
0,4234724;-0,373253
0,4234712;-0,3732388
0,4234768;-0,3732234
0,4234768;-0,3732234
0,4234814;-0,3732101
0,4234814;-0,3732101
0,4234912;-0,3731995
0,4235062;-0,3731908
0,4235062;-0,3731908
0,4235032;-0,3731883
0,4235032;-0,3731883
0,4235176;-0,3731927
0,4235144;-0,3731819
0,4235144;-0,3731819
0,4235142;-0,3731661
0,4235142;-0,3731661
0,4234981;-0,3731407
0,4234981;-0,3731407
0,4234981;-0,3731407
0,4234838;-0,3731042
0,4234838;-0,3731042
0,4234714;-0,373074
0,4234883;-0,3730429
0,4234883;-0,3730429
0,4235083;-0,3730108
0,4235083;-0,3730108
0,4235167;-0,3729821
0,4234993;-0,3729497
0,4234993;-0,3729497
0,4234817;-0,3729233
0,4234817;-0,3729233
0,4234646;-0,3728984
0,4234404;-0,3728772
0,4234404;-0,3728772
0,4234357;-0,3728603
0,4234357;-0,3728603
0,423422;-0,3728521
0,423422;-0,3728521
0,423408;-0,3728636
0,4233778;-0,3728823
0,4233778;-0,3728823
0,4233744;-0,3728768
0,4233827;-0,37288
0,4233827;-0,37288
0,4233989;-0,3728867
0,4233989;-0,3728867
0,4234096;-0,3728924
0,4234196;-0,37291
0,4234196;-0,37291
0,4234338;-0,3729338
0,4234338;-0,3729338
0,4234435;-0,3729628
0,4234435;-0,3729628
0,4234586;-0,3730154
0,4234551;-0,3730799
0,4234551;-0,3730799
0,4234478;-0,373123
0,4234478;-0,373123
0,4234355;-0,3731726
0,4234205;-0,3732276
0,4234205;-0,3732276
0,423414;-0,3732816
0,423414;-0,3732816
0,4233969;-0,3733306
0,4233969;-0,3733306
0,4233309;-0,3734464
0,4233309;-0,3734464
0,4233309;-0,3734464
0,4232138;-0,3736202
0,4231001;-0,3737051
0,4231001;-0,3737051
0,4229853;-0,3737763
0,4229853;-0,3737763
0,42284;-0,3738303
0,4226923;-0,3738796
0,4226923;-0,3738796
0,4225228;-0,3739312
0,4225228;-0,3739312
0,4223411;-0,3739843
0,4221259;-0,3740403
0,4221259;-0,3740403
0,421892;-0,3740852
0,421892;-0,3740852
0,4216365;-0,3741383
0,4213895;-0,3742177
0,4213895;-0,3742177
0,4210732;-0,3743315
0,4210732;-0,3743315
0,4206807;-0,3745027
0,4203563;-0,3746388
0,4203563;-0,3746388
0,4200019;-0,3747869
0,4200019;-0,3747869
0,4196364;-0,3749397
0,4192486;-0,3751164
0,4192486;-0,3751164
0,4188599;-0,3753302
0,4188599;-0,3753302
0,4184054;-0,3755525
0,4180068;-0,3757848
0,4180068;-0,3757848
0,417556;-0,3760307
0,417556;-0,3760307
0,4171559;-0,3763253
0,4167493;-0,3766311
0,4167493;-0,3766311
0,4163062;-0,3769619
0,4163062;-0,3769619
0,4158955;-0,3773291
0,4154671;-0,3777346
0,4154671;-0,3777346
0,4150417;-0,3781897
0,4150417;-0,3781897
0,4150417;-0,3781897
0,4142714;-0,37918
0,4142714;-0,37918
0,413876;-0,3797116
0,413876;-0,3797116
0,4134738;-0,3802821
0,4130866;-0,3808393
0,4130866;-0,3808393
0,412674;-0,3813914
0,412674;-0,3813914
0,4122737;-0,3819128
0,4118057;-0,3824703
0,4118057;-0,3824703
0,4114212;-0,3830057
0,4114212;-0,3830057
0,4109941;-0,3835311
0,4106238;-0,3840598
0,4106238;-0,3840598
0,4102374;-0,3845683
0,4102374;-0,3845683
0,4098405;-0,385119
0,4095156;-0,3856641
0,4095156;-0,3856641
0,4091382;-0,3862361
0,4091382;-0,3862361
0,4088128;-0,386752
0,4084753;-0,387263
0,4084753;-0,387263
0,4082025;-0,3877791
0,4082025;-0,3877791
0,4078875;-0,3883073
0,4075716;-0,3887709
0,4075716;-0,3887709
0,4073118;-0,3892567
0,4073118;-0,3892567
0,40707;-0,3896725
0,4068964;-0,3900869
0,4068964;-0,3900869
0,406758;-0,3904338
0,406758;-0,3904338
0,4066492;-0,3908199
0,406565;-0,3911476
0,406565;-0,3911476
0,4064851;-0,3914332
0,4064851;-0,3914332
0,4064263;-0,3917288
0,4063647;-0,3919866
0,4063647;-0,3919866
0,4063607;-0,392232
0,4063607;-0,392232
0,4063755;-0,3924632
0,4063359;-0,3927371
0,4063359;-0,3927371
0,4064072;-0,3929085
0,4064072;-0,3929085
0,4065109;-0,3930391
0,4066232;-0,3931341
0,4066232;-0,3931341
0,4067164;-0,3932402
0,4067164;-0,3932402
0,4067919;-0,3933224
0,4068468;-0,3934022
